City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Desc
345,Henderson,US,36.0397,-114.9819,66.38,21,0,4.61,clear sky
346,Bengkulu,ID,-3.8004,102.2655,74.3,89,100,4.29,overcast clouds
347,Viramgam,IN,23.1225,72.0484,53.83,51,22,8.25,few clouds
348,Villa Del Rosario,CO,7.8339,-72.4742,80.98,57,40,5.75,scattered clouds
349,Bulgan,MN,48.8125,103.5347,0.68,80,96,3.78,overcast clouds
350,Marshall,US,34.3834,-86.3333,56.97,42,0,1.01,light rain
351,Porto Novo,BJ,6.4965,2.6036,84.02,80,100,8.93,overcast clouds
352,Taltal,CL,-25.4,-70.4833,70.9,74,98,7.31,overcast clouds
353,Manggar,ID,-2.8833,108.2667,76.6,89,99,8.59,overcast clouds
354,Dunedin,NZ,-45.8742,170.5036,56.98,58,37,12.84,scattered clouds
355,Kargasok,RU,59.0556,80.8572,-16.38,100,92,3.83,overcast clouds
356,Manaure,CO,11.7751,-72.4445,82.51,63,4,14.97,clear sky
357,Bardiyah,LY,31.7561,25.0865,56.12,75,95,11.39,overcast clouds
358,Waipawa,NZ,-41.4122,175.5153,57.45,63,100,12.55,overcast clouds
359,Castro,BR,-24.7911,-50.0119,65.93,92,87,4.92,overcast clouds
360,Grand-Santi,GF,4.25,-54.3833,77.07,79,45,3.42,scattered clouds
361,Tuy Hoa,VN,13.0833,109.3,71.89,85,78,7.92,broken clouds
362,Vestmanna,FO,62.1564,-7.1664,47.32,93,100,16.11,drizzle
363,Tagusao,PH,9.1924,117.8141,76.28,84,83,4.32,broken clouds
364,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,77,20,5.75,few clouds
365,Moskovskiy,RU,55.5991,37.355,4.78,85,75,7.0,broken clouds
366,Tselinnoye,RU,53.0833,85.6667,9.34,89,100,2.48,overcast clouds
367,Zhezkazgan,KZ,47.8043,67.7144,18.1,91,100,8.84,overcast clouds
368,Chuy,UY,-33.6971,-53.4616,73.29,74,0,13.0,clear sky
369,Kishtwar,IN,33.3167,75.7667,33.85,70,100,4.92,overcast clouds
370,Bantogon,PH,6.5333,124.0333,76.73,80,91,3.67,overcast clouds
371,Kirakira,SB,-10.4544,161.9205,84.4,74,74,6.04,heavy intensity rain
372,Daru,PG,-9.0763,143.2092,78.66,87,100,6.06,overcast clouds
373,Lashio,MM,22.9333,97.75,50.85,94,32,1.52,scattered clouds
374,Valparaiso,CL,-33.0393,-71.6273,77.23,60,0,6.91,clear sky
375,Hervey Bay,AU,-25.2986,152.8535,73.51,82,3,3.0,clear sky
376,Eureka,US,40.8021,-124.1637,68.2,64,100,4.85,overcast clouds
377,Atbasar,KZ,51.8,68.3333,11.88,93,100,10.4,overcast clouds
378,Longyearbyen,SJ,78.2186,15.6401,33.64,69,40,18.41,scattered clouds
379,Mitsamiouli,KM,-11.3847,43.2844,82.69,72,100,8.63,overcast clouds
380,Yingkou,CN,40.6648,122.2283,11.44,56,0,7.34,clear sky
381,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.24,82,100,1.1,overcast clouds
382,Biloela,AU,-24.4167,150.5,75.61,57,0,9.93,clear sky
383,Tabuk,PH,17.4189,121.4443,66.31,95,93,2.28,overcast clouds
384,Sola,VU,-13.8833,167.55,84.87,70,75,0.0,broken clouds
385,Langnau,CH,46.9394,7.7874,28.44,87,5,4.34,clear sky
386,Isangel,VU,-19.55,169.2667,82.51,89,40,9.22,scattered clouds
387,Gaoua,BF,10.2992,-3.2508,81.63,15,56,3.4,broken clouds
388,Necochea,AR,-38.5473,-58.7368,94.26,21,0,8.25,clear sky
389,Matara,LK,5.9485,80.5353,76.12,89,94,0.81,overcast clouds
390,Trincomalee,LK,8.5711,81.2335,79.52,79,27,6.08,scattered clouds
391,Marawi,PH,7.9986,124.2928,66.65,96,100,2.13,overcast clouds
392,Oum Hadjer,TD,13.2954,19.6966,77.92,19,69,13.18,broken clouds
393,Muli,MV,2.9167,73.5667,81.5,74,100,6.2,overcast clouds
394,Cockburn Town,TC,21.4612,-71.1419,69.76,88,75,6.91,broken clouds
395,Turayf,SA,31.6725,38.6637,52.05,71,0,4.61,clear sky
396,Fevik,NO,58.3794,8.6766,44.1,85,100,19.66,overcast clouds
397,Feicheng,CN,35.2606,117.9675,25.59,48,1,6.02,clear sky
398,Iralaya,HN,15.0,-83.2333,78.84,76,5,9.55,clear sky
399,Chapayevka,UA,47.4711,36.3451,14.31,68,94,11.77,overcast clouds
400,Soma,TR,39.1855,27.6094,41.0,86,97,19.33,overcast clouds
401,Krapivinskiy,RU,54.9992,86.8133,-0.76,100,100,1.9,overcast clouds
402,Skala Fourkas,GR,39.9998,23.3841,39.54,76,100,6.17,overcast clouds
403,Richards Bay,ZA,-28.783,32.0377,72.95,88,89,9.31,overcast clouds
404,Tutoia,BR,-2.7619,-42.2744,84.18,79,26,8.81,scattered clouds
405,Jabinyanah,TN,35.035,10.9081,49.8,69,17,11.77,few clouds
406,Aksha,RU,50.2814,113.2867,-7.55,92,51,2.84,broken clouds
407,Leua,SK,48.2156,18.6071,27.21,60,7,2.06,clear sky
408,Axim,GH,4.8699,-2.2405,81.23,80,53,11.23,broken clouds
409,Kavaratti,IN,10.5669,72.642,78.28,69,56,10.4,broken clouds
410,Kutoarjo,ID,-7.7169,109.9128,78.89,89,100,2.24,overcast clouds
411,Shingu,JP,33.7333,135.9833,42.91,68,51,10.22,broken clouds
412,Lewistown,US,40.5992,-77.5714,45.45,79,0,0.0,clear sky
413,Andenes,NO,69.3143,16.1194,35.58,80,75,27.63,broken clouds
414,Greencastle,US,39.6445,-86.8647,49.33,53,40,8.05,scattered clouds
415,Mayya,RU,61.7333,130.2811,-31.68,99,100,2.48,overcast clouds
416,Bako,ET,5.7833,36.5667,69.21,55,95,3.47,overcast clouds
417,Pitimbu,BR,-7.4706,-34.8086,81.19,76,76,8.08,broken clouds
418,Novyy Yarychiv,UA,49.9044,24.3052,22.33,93,54,5.17,broken clouds
419,Fort Morgan,US,40.2503,-103.8,49.1,43,0,6.91,clear sky
420,Nizhniy Kuranakh,RU,58.8353,125.4869,-12.86,96,100,1.5,overcast clouds
421,Krasnoselkup,RU,65.7,82.4667,-14.24,99,98,12.48,overcast clouds
422,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,40,4.61,scattered clouds
423,Warmbad,NA,-28.45,18.7333,86.29,27,9,12.03,clear sky
424,Maarianhamina,AX,60.0973,19.9348,37.26,93,0,10.36,clear sky
425,Dicabisagan,PH,17.0818,122.4157,69.33,90,83,4.47,broken clouds
426,Pishin,PK,30.5803,66.9961,38.39,63,0,1.72,clear sky
427,Kaabong,UG,3.4836,34.1492,66.72,48,100,6.85,overcast clouds
428,Hohhot,CN,40.8106,111.6522,-1.91,71,0,4.47,clear sky
429,Yarada,IN,17.65,83.2667,73.72,94,75,2.3,mist
430,Donskoye,RU,45.4552,41.9741,28.53,95,100,9.55,light snow
431,Taicheng,CN,38.731,113.228,11.68,48,0,3.09,clear sky
432,Medeiros Neto,BR,-17.3739,-40.2206,75.7,80,0,11.74,clear sky
433,Abay,KZ,49.6311,72.8539,8.98,94,100,4.99,snow
434,Sarny,UA,51.338,26.6019,12.74,94,67,5.53,broken clouds
435,Roma,US,43.2128,-75.4557,35.46,68,100,4.61,overcast clouds
436,Paamiut,GL,61.994,-49.6678,11.3,91,100,6.64,light snow
437,Morgan City,US,29.6994,-91.2068,63.03,36,0,6.91,haze
438,Porbandar,IN,21.6422,69.6093,61.27,54,0,11.79,clear sky
439,Jaguey Grande,CU,22.5269,-81.1286,77.65,55,45,9.08,scattered clouds
440,Horodyshche,UA,49.2849,31.4451,9.28,87,37,10.45,scattered clouds
441,Harper,LR,4.375,-7.7169,79.88,82,22,8.48,light rain
442,Port Blair,IN,11.6667,92.75,79.41,79,93,7.56,overcast clouds
443,Meaford,CA,44.6001,-80.583,32.32,90,100,10.76,light snow
444,Amet,IN,25.3,73.9333,47.89,61,9,3.22,clear sky
445,Champerico,GT,14.3,-91.9167,88.34,63,0,10.74,clear sky
446,Bharatpur,IN,27.2167,77.4833,48.31,78,68,1.72,broken clouds
447,Kutum,SD,14.2,24.6667,71.82,31,40,5.37,scattered clouds
448,Naze,JP,28.3667,129.4833,54.39,62,100,14.76,overcast clouds
449,Zhuhai,CN,22.2769,113.5678,61.99,72,20,16.11,few clouds
450,Touros,BR,-5.1989,-35.4608,83.3,75,28,7.83,scattered clouds
451,Santo Domingo,DO,18.5001,-69.9886,83.84,67,20,3.0,few clouds
452,Yulara,AU,-25.2406,130.9889,80.44,17,0,6.91,clear sky
453,Taiobeiras,BR,-15.8078,-42.2331,69.01,85,54,3.53,broken clouds
454,Salalah,OM,17.0151,54.0924,71.69,73,40,4.61,scattered clouds
455,Lac Du Bonnet,CA,50.2536,-96.0612,10.58,95,98,3.11,light snow
456,Bethel,US,41.3712,-73.414,38.91,61,0,9.22,clear sky
457,Melfi,IT,40.9965,15.6514,40.5,74,91,10.31,overcast clouds
458,Shaunavon,CA,49.6501,-108.4181,38.86,81,98,15.82,overcast clouds
459,Wanning,CN,18.8003,110.3967,66.92,87,68,3.89,broken clouds
460,Sao Filipe,CV,14.8961,-24.4956,72.61,69,100,7.16,overcast clouds
461,Dedougou,BF,12.4667,-3.4667,77.07,12,81,6.58,broken clouds
462,Carauari,BR,-4.8828,-66.8958,74.44,95,93,1.88,overcast clouds
463,Trairi,BR,-3.2778,-39.2689,78.78,77,99,7.54,overcast clouds
464,Mesyagutovo,RU,55.5303,58.2528,-12.24,100,61,3.22,broken clouds
465,Muros,ES,42.7762,-9.0603,52.23,69,45,8.1,scattered clouds
466,Rocha,UY,-34.4833,-54.3333,73.8,64,0,11.97,clear sky
467,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,73.45,93,94,2.71,overcast clouds
468,Hofn,IS,64.2539,-15.2082,37.0,77,63,22.93,broken clouds
469,Akyab,MM,20.15,92.9,65.39,79,5,6.69,clear sky
470,Coachella,US,33.6803,-116.1739,79.52,15,0,0.0,clear sky
471,Poltavka,RU,54.3663,71.7632,-14.53,100,100,4.85,overcast clouds
472,Kedrovyy,RU,56.1667,91.8167,1.87,99,100,1.3,overcast clouds
473,Nybro,SE,56.7446,15.9071,43.61,93,100,15.73,overcast clouds
474,Balykshi,KZ,47.0667,51.8667,26.6,86,64,8.95,mist
475,Bjelovar,HR,45.8986,16.8489,22.39,75,6,2.51,clear sky
476,Maningrida,AU,-12.0667,134.2667,78.71,83,98,6.51,moderate rain
477,Bara,NG,10.3744,10.7288,74.5,24,11,8.14,few clouds
478,Parys,FR,48.8534,2.3488,41.07,93,100,5.01,overcast clouds
479,Biak,ID,-0.9131,122.8766,75.69,82,100,4.34,overcast clouds
480,La Rioja,ES,42.25,-2.5,35.04,68,1,4.97,clear sky
481,Moose Factory,CA,51.2585,-80.6094,-5.8,65,0,8.05,clear sky
482,Port Macquarie,AU,-31.4333,152.9167,71.56,67,1,1.74,clear sky
483,Baghdad,IQ,33.3406,44.4009,62.11,59,94,8.08,overcast clouds
484,Amparo,BR,-22.7011,-46.7644,76.82,92,81,2.66,broken clouds
485,Bilibino,RU,68.0546,166.4372,-13.07,83,51,3.74,broken clouds
486,Lodja,CD,-3.4833,23.4333,70.72,98,100,1.77,light rain
487,Yeniseysk,RU,58.4497,92.1703,-17.57,100,100,0.31,overcast clouds
488,San Cristobal,VE,7.7669,-72.225,75.38,59,75,1.41,broken clouds
489,Colorado,BR,-22.8375,-51.9731,72.36,79,71,7.25,broken clouds
490,Jackson,US,42.4165,-122.8345,60.04,66,0,0.0,clear sky
491,Begoro,GH,6.3871,-0.3774,74.61,84,44,5.66,scattered clouds
492,Oyama,JP,36.3,139.8,40.59,46,83,4.29,broken clouds
493,Loa Janan,ID,-0.583,117.095,71.8,98,100,2.06,heavy intensity rain
494,Hualmay,PE,-11.0964,-77.6139,74.21,72,67,11.65,broken clouds
495,Caramay,PH,10.1815,119.236,74.52,87,100,5.06,overcast clouds
496,Boundiali,CI,9.5217,-6.4869,79.2,17,7,2.44,clear sky
497,Aquiraz,BR,-3.9014,-38.3911,82.49,75,74,7.25,broken clouds
498,Falam,MM,22.9167,93.6833,45.3,83,29,4.21,scattered clouds
499,Cabedelo,BR,-6.9811,-34.8339,81.27,76,82,8.57,broken clouds
500,Viedma,AR,-40.8135,-62.9967,106.47,7,0,15.64,clear sky
501,Kaliua,TZ,-5.0606,31.7936,68.14,88,91,2.82,overcast clouds
502,Kaeo,NZ,-35.1,173.7833,73.33,72,13,6.33,few clouds
503,Tibati,CM,6.4667,12.6333,74.19,29,98,4.74,overcast clouds
504,Brigantine,US,39.4101,-74.3646,43.05,51,0,5.75,clear sky
505,Dudinka,RU,69.4058,86.1778,-7.38,96,100,17.78,overcast clouds
506,Bayir,TR,37.2687,28.2167,43.32,96,100,8.12,overcast clouds
507,Abong Mbang,CM,3.9833,13.1833,73.24,44,100,3.29,overcast clouds
508,Christchurch,NZ,-43.5333,172.6333,59.92,64,100,4.0,overcast clouds
509,Lumphat,KH,13.4878,106.9816,66.79,87,38,4.92,scattered clouds
510,Comodoro Rivadavia,AR,-45.8667,-67.5,91.26,10,0,26.46,clear sky
511,Taunggyi,MM,20.7833,97.0333,50.02,66,0,2.08,clear sky
512,Nuuk,GL,64.1835,-51.7216,14.61,79,100,3.44,light snow
513,Anupgarh,IN,29.1911,73.2086,54.68,52,1,2.13,clear sky
514,Koindu,GN,8.4386,-10.3253,74.89,62,12,6.33,few clouds
515,Kholmsk,RU,47.0511,142.0569,25.48,85,100,22.41,snow
516,Bandarbeyla,SO,9.4942,50.8122,75.22,68,39,20.89,scattered clouds
517,Erdenet,MN,49.0333,104.0833,-1.82,80,100,4.47,overcast clouds
518,Seoul,KR,37.5683,126.9778,24.24,51,75,5.75,broken clouds
519,Geraldton,AU,-28.7667,114.6,68.41,83,75,10.36,light rain
520,Nichinan,JP,31.6,131.3667,38.35,83,24,8.03,few clouds
521,Warrnambool,AU,-38.3833,142.4833,70.81,80,100,8.52,light rain
522,Saurimo,AO,-9.6608,20.3916,66.58,98,100,2.04,overcast clouds
523,Pemba,MZ,-12.974,40.5178,81.3,83,75,11.5,broken clouds
524,Waingapu,ID,-9.6567,120.2641,78.44,86,97,5.68,overcast clouds
525,Lukulu,ZM,-14.3707,23.242,67.1,97,100,6.73,moderate rain
526,Shubarshi,KZ,48.5872,57.1869,7.95,94,18,8.59,few clouds
527,Qandala,SO,11.472,49.8728,73.2,66,10,4.79,clear sky
528,Banda Aceh,ID,5.5577,95.3222,77.99,83,78,10.33,broken clouds
529,Yambio,SS,4.5721,28.3955,83.82,35,100,2.57,overcast clouds
530,Maksatikha,RU,57.797,35.8825,-14.69,100,77,3.96,broken clouds
531,Wanaka,NZ,-44.7,169.15,56.05,49,0,2.57,clear sky
532,Veverska Bityska,CZ,49.2759,16.4369,31.01,85,48,3.96,scattered clouds
533,Ola,RU,59.5833,151.2833,0.14,91,13,7.81,few clouds
534,Nemuro,JP,43.3236,145.575,31.95,78,68,23.89,light snow
535,Sciacca,IT,37.5082,13.0881,48.47,82,100,6.76,overcast clouds
536,Aksarka,RU,66.5606,67.7975,11.7,87,100,13.58,overcast clouds
537,Beloha,MG,-25.1667,45.05,76.39,89,99,8.43,overcast clouds
538,Kruisfontein,ZA,-34.0033,24.7314,66.88,91,54,7.81,broken clouds
539,Abu Dhabi,AE,24.4667,54.3667,67.96,80,0,7.07,clear sky
540,Mandalgovi,MN,45.7625,106.2708,6.98,49,8,10.42,clear sky
541,Assiniboia,CA,49.6334,-105.9845,39.11,75,100,17.27,overcast clouds
542,Mysen,NO,59.5535,11.3258,42.69,90,94,1.01,overcast clouds
543,Lucapa,AO,-8.4192,20.7447,65.82,98,100,2.59,light rain
544,Abha,SA,18.2164,42.5053,55.22,62,0,0.0,clear sky
545,Mentor,US,41.6662,-81.3395,42.46,66,75,9.22,broken clouds
546,Yenagoa,NG,4.9247,6.2642,81.05,81,42,6.69,scattered clouds
547,Quimper,FR,48.0,-4.1,50.83,87,100,5.75,overcast clouds
548,Kapit,MY,2.0167,112.9333,73.17,99,100,0.74,overcast clouds
549,Cayenne,GF,4.9333,-52.3333,78.84,88,0,3.44,clear sky
550,Caraballeda,VE,10.6112,-66.8522,76.14,86,41,6.51,scattered clouds
551,Sosnovka,RU,56.255,51.2842,2.25,97,88,3.31,overcast clouds
552,Mogadishu,SO,2.0371,45.3438,77.95,81,100,20.42,overcast clouds
553,Vitim,RU,59.4511,112.5578,5.45,95,100,6.33,light snow
554,Qaqortoq,GL,60.7167,-46.0333,9.1,91,59,3.13,broken clouds
555,Kamphaeng Phet,TH,16.25,99.5,69.89,58,34,2.06,scattered clouds
556,Gijon,ES,43.5357,-5.6615,46.26,79,0,6.38,clear sky
557,Ostrovnoy,RU,68.0531,39.5131,27.21,86,93,33.76,overcast clouds
558,Southbridge,US,42.0751,-72.0334,38.52,55,95,3.0,overcast clouds
559,Alto Araguaia,BR,-17.3147,-53.2153,69.75,93,95,6.93,overcast clouds
560,Calama,CL,-22.4667,-68.9333,75.69,22,57,23.02,broken clouds
561,Caravelas,BR,-17.7125,-39.2481,76.82,81,0,8.14,clear sky
562,Buraydah,SA,26.326,43.975,64.85,47,3,9.08,clear sky
563,Tondano,ID,1.3038,124.9112,66.29,94,97,1.92,overcast clouds
564,Honningsvag,NO,70.9821,25.9704,35.35,80,100,21.85,light snow
565,Aykhal,RU,66.0,111.5,-28.86,100,100,2.21,overcast clouds
566,Bajil,YE,15.0584,43.2851,77.54,64,60,3.89,broken clouds
567,Pangkalanbuun,ID,-2.6833,111.6167,72.9,98,100,0.6,light rain
568,Veraval,IN,20.9,70.3667,60.44,51,1,12.57,clear sky
569,Puro,PH,12.4841,123.3827,75.25,83,12,12.86,few clouds
570,Sur,OM,22.5667,59.5289,67.75,53,0,2.13,clear sky
571,Komsomolskoye,RU,55.2567,47.5461,14.23,95,99,9.78,snow
572,Panguna,PG,-6.3164,155.4848,77.4,76,97,2.33,overcast clouds
573,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,69.24,98,100,5.64,overcast clouds
574,Sneek,NL,53.033,5.6589,42.94,97,36,10.0,scattered clouds
575,San Quintin,MX,30.4833,-115.95,69.42,31,100,7.23,overcast clouds
576,Puri,IN,19.8,85.85,64.92,84,22,7.09,few clouds
577,Coxim,BR,-18.5067,-54.76,80.98,68,74,1.43,broken clouds
578,Half Moon Bay,US,37.4636,-122.4286,69.73,56,0,0.0,clear sky
579,Bontang,ID,0.1333,117.5,74.82,90,100,3.96,overcast clouds
580,Port Moresby,PG,-9.4431,147.1797,76.42,94,20,5.75,few clouds
581,Concordia,AR,-31.393,-58.0209,105.87,28,40,11.99,scattered clouds
582,Quesnel,CA,52.9999,-122.5029,36.1,93,100,9.22,overcast clouds
583,Inta,RU,66.0317,60.1659,10.99,85,100,27.92,overcast clouds
584,North Bend,US,43.4065,-124.2243,58.15,86,0,6.91,clear sky
585,Wenling,CN,28.3669,121.36,40.95,70,93,7.25,overcast clouds
586,Harrogate,GB,53.9908,-1.5373,46.94,87,75,5.99,broken clouds
587,Muswellbrook,AU,-32.2667,150.9,72.25,77,70,6.82,broken clouds
588,Xuanhua,CN,40.6103,115.0447,13.93,58,5,5.84,clear sky
589,Mantua,IT,45.1667,10.7833,35.82,89,5,0.51,clear sky
590,Rosarito,MX,32.3333,-117.0333,79.72,28,100,3.74,overcast clouds
591,Choix,MX,26.7092,-108.3219,86.14,24,92,4.85,overcast clouds
592,Callaway,US,30.153,-85.5699,58.98,66,90,4.0,overcast clouds
593,Nouadhibou,MR,20.931,-17.0347,71.58,49,98,5.75,overcast clouds
594,Asfi,MA,32.2994,-9.2372,58.19,75,0,4.92,clear sky
595,Berdigestyakh,RU,62.0989,126.6992,-26.39,100,100,3.04,overcast clouds
596,Bagdarin,RU,54.4333,113.6,-17.16,96,78,2.86,broken clouds
597,Jining,CN,35.405,116.5814,25.56,47,23,6.91,few clouds
598,Cota,CO,4.8094,-74.098,62.58,63,40,12.66,light rain
599,Gorontalo,ID,0.5412,123.0595,73.69,95,100,3.91,overcast clouds
600,Athens,GR,37.9795,23.7162,43.16,71,75,13.0,broken clouds
601,Eenhana,NA,-17.4667,16.3333,83.95,15,100,17.54,overcast clouds
602,Urucara,BR,-2.5364,-57.76,76.28,89,100,1.16,heavy intensity rain
603,Eugene,US,44.0521,-123.0867,59.34,62,75,1.01,broken clouds
604,Rockhampton,AU,-23.3833,150.5,75.09,69,23,8.05,few clouds
605,Ixtapa,MX,20.7,-105.2,83.43,48,100,6.91,overcast clouds
606,Lardos,GR,36.0942,28.0157,55.22,82,38,5.93,scattered clouds
607,Besikduzu,TR,41.052,39.2284,46.29,96,100,17.34,moderate rain
608,Plettenberg Bay,ZA,-34.0527,23.3716,66.31,89,81,5.88,broken clouds
609,Granville,AU,-33.8333,151.0167,72.95,88,75,5.75,broken clouds
610,Eyl,SO,7.9803,49.8164,74.01,69,35,18.23,scattered clouds
611,Coffs Harbour,AU,-30.3,153.1333,71.87,83,100,2.3,overcast clouds
612,Aransas Pass,US,27.9095,-97.15,64.42,69,40,5.01,scattered clouds
613,Panaba,MX,21.2833,-88.2667,75.63,65,65,11.5,broken clouds
614,Huarmey,PE,-10.0681,-78.1522,73.98,75,81,10.42,broken clouds
615,Douentza,ML,14.9951,-2.9517,73.06,9,8,5.46,clear sky
616,San Luis,AR,-33.295,-66.3356,99.27,14,10,13.69,clear sky
617,Pryazha,RU,61.6926,33.6216,16.83,92,99,15.37,overcast clouds
618,Singaraja,ID,-8.112,115.0882,74.97,79,100,2.35,overcast clouds
619,Pokhara,NP,28.2333,83.9833,47.19,58,49,6.31,scattered clouds
620,Laguna,US,38.421,-121.4238,68.95,66,0,1.01,clear sky
621,Dubbo,AU,-32.25,148.6167,71.73,68,40,13.8,scattered clouds
622,Bodh Gaya,IN,24.7,84.9833,58.89,100,100,3.44,fog
623,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.07,81,81,7.54,broken clouds
624,Askino,RU,56.0901,56.5783,-8.19,100,5,3.94,clear sky
625,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,94,40,16.44,scattered clouds
626,Namibe,AO,-15.1961,12.1522,67.35,79,35,4.21,scattered clouds
627,Rockland,US,41.1668,-74.0496,39.72,56,59,1.99,broken clouds
628,Ivanteyevka,RU,55.9711,37.9208,5.34,99,74,4.72,broken clouds
629,Anadyr,RU,64.75,177.4833,-19.7,76,0,8.95,clear sky
630,Matiguas,NI,12.8373,-85.4622,81.34,49,26,10.47,scattered clouds
631,Sechura,PE,-5.5569,-80.8222,80.1,57,59,20.31,broken clouds
632,Tigil,RU,57.8,158.6667,-12.44,100,71,3.44,broken clouds
633,Margate,GB,51.3813,1.3862,41.7,78,60,7.2,broken clouds
634,Arkhangelskoye,RU,55.8549,35.3287,-7.78,99,71,3.78,broken clouds
635,Dehui,CN,44.5333,125.7,-1.89,92,42,6.73,scattered clouds
636,Opuwo,NA,-18.0607,13.84,68.79,23,100,8.08,overcast clouds
637,Aleppo,SY,36.25,37.5,52.48,61,100,6.93,overcast clouds
638,Rio Gallegos,AR,-51.6226,-69.2181,60.85,17,40,27.63,scattered clouds
639,Emmett,US,43.8735,-116.4993,40.53,63,74,1.23,broken clouds
640,Cheltenham,GB,51.9,-2.0833,40.89,92,2,1.99,clear sky
641,Remedios,CU,22.4947,-79.5458,74.32,75,32,7.2,scattered clouds
642,Alice Springs,AU,-23.7,133.8833,85.55,13,1,5.75,clear sky
643,Sisimiut,GL,66.9395,-53.6735,14.29,82,100,14.27,light snow
644,Myrtle Beach,US,33.6891,-78.8867,57.34,66,0,4.61,clear sky
645,Mildura,AU,-34.2,142.15,83.07,47,42,10.36,scattered clouds
646,Iskateley,RU,67.6803,53.1512,13.48,90,100,19.51,overcast clouds
647,Hvide Sande,DK,56.0045,8.1294,45.19,94,100,22.35,overcast clouds
648,Poya,NC,-21.35,165.15,81.54,75,72,9.4,broken clouds
649,Chilca,PE,-12.5211,-76.7372,76.84,82,98,7.02,overcast clouds
650,Kultuk,RU,51.7208,103.6956,4.46,85,89,4.7,overcast clouds
651,Jasper,US,37.2001,-94.3502,55.35,45,75,3.0,broken clouds
652,Honiara,SB,-9.4333,159.95,82.78,82,100,5.03,overcast clouds
653,Talas,TR,38.6908,35.5538,38.07,87,75,1.14,broken clouds
654,Yushala,RU,57.0761,64.2601,-7.01,88,8,4.68,clear sky
655,Tashtagol,RU,52.7657,87.8894,12.18,91,100,1.32,overcast clouds
656,Hoopstad,ZA,-27.8327,25.9083,72.75,61,2,7.83,clear sky
657,Mushie,CD,-3.0167,16.9,73.09,94,100,3.2,light rain
658,Rundu,NA,-17.9333,19.7667,73.06,67,96,6.73,overcast clouds
659,Alcantara,BR,-2.4089,-44.4147,82.6,82,65,6.71,broken clouds
660,Xining,CN,36.6167,101.7667,16.59,52,17,1.72,few clouds
661,Kiama,AU,-34.6833,150.8667,72.0,94,68,1.99,light rain
662,Amarante Do Maranhao,BR,-5.5667,-46.7422,71.4,99,100,3.44,light rain
663,Illela,NG,13.7292,5.2975,71.33,11,6,5.82,clear sky
664,Barra Do Corda,BR,-5.5,-45.25,74.3,94,94,2.55,overcast clouds
665,Mombetsu,JP,44.3525,143.3525,30.85,88,100,20.2,light snow
666,Northam,GB,51.0333,-4.2167,40.48,75,0,3.89,clear sky
667,Druzhba,UA,52.0428,33.9453,0.27,97,68,8.03,broken clouds
668,Santa Lucia,ES,27.9117,-15.5407,54.72,72,20,4.61,few clouds
669,Hastings,GB,50.8552,0.5729,42.24,80,19,3.51,few clouds
670,Broome,US,42.2506,-75.833,35.8,63,100,6.91,overcast clouds
671,Shimoda,JP,34.6667,138.95,36.1,64,99,24.47,overcast clouds
672,Semporna,MY,4.4818,118.6112,77.2,88,100,9.46,overcast clouds
673,Mana,GF,5.6592,-53.7767,77.05,84,11,5.73,few clouds
674,Inirida,CO,3.8653,-67.9239,86.94,51,71,1.16,broken clouds
675,Schwalmstadt,DE,50.9333,9.2167,35.82,93,34,1.43,scattered clouds
676,Popondetta,PG,-8.7537,148.2534,82.2,74,68,0.92,broken clouds
677,Tommot,RU,58.9564,126.2925,-20.61,97,98,2.68,overcast clouds
678,La Mira,MX,18.035,-102.3266,84.87,51,20,9.86,few clouds
679,Jawhar,SO,2.7809,45.5005,73.53,81,78,14.29,broken clouds
680,Atar,MR,20.5169,-13.0499,72.7,14,96,8.81,overcast clouds
681,Catia La Mar,VE,10.6038,-67.0303,76.39,86,45,6.13,scattered clouds
682,Hun,LY,29.1268,15.9477,50.0,56,6,8.01,clear sky
683,Meulaboh,ID,4.1363,96.1285,75.29,92,98,4.12,overcast clouds
684,Kizema,RU,61.113,44.8302,-3.93,96,6,7.31,clear sky
685,Nantucket,US,41.2835,-70.0995,44.71,69,100,24.16,overcast clouds
686,Milyutinskaya,RU,48.6279,41.6679,12.94,93,100,9.42,light snow
687,George Town,MY,5.4112,100.3354,78.73,66,20,7.0,few clouds
688,Namatanai,PG,-3.6667,152.4333,82.71,77,90,6.11,light rain
689,Lugoba,TZ,-6.45,38.3333,72.01,97,94,2.73,overcast clouds
690,College,US,64.8569,-147.8028,14.9,85,75,0.0,broken clouds
691,Batagay-Alyta,RU,67.8006,130.4114,-16.1,99,100,1.9,overcast clouds
692,Elko,US,41.0002,-115.5012,39.22,81,80,3.6,broken clouds
693,Hammerfest,NO,70.6634,23.6821,36.05,80,75,19.57,light snow
694,Puerto Madero,MX,14.7208,-92.4215,88.0,51,20,12.66,few clouds
695,Bemidji,US,47.4736,-94.8803,28.69,71,100,0.0,overcast clouds
