City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Geraldton,AU,2021-09-22 18:20:50,-28.7667,114.6,52.21,62,16,2.3
294,Abu Dhabi,AE,2021-09-22 18:19:17,24.4667,54.3667,91.42,52,0,4.61
295,Necochea,AR,2021-09-22 18:20:50,-38.5473,-58.7368,52.03,65,98,10.29
296,Ostrovnoy,RU,2021-09-22 18:20:51,68.0531,39.5131,39.87,77,88,23.76
297,Jurm,AF,2021-09-22 18:20:51,36.8648,70.8342,58.08,42,0,1.86
298,Carnarvon,AU,2021-09-22 18:20:52,-24.8667,113.6333,62.67,94,6,3.44
299,Tongliao,CN,2021-09-22 18:20:36,43.6125,122.2653,51.96,95,34,9.22
300,Nha Trang,VN,2021-09-22 18:20:53,12.25,109.1833,77.0,92,99,5.35
301,Ambon,ID,2021-09-22 18:20:53,-3.6954,128.1814,75.34,94,75,4.61
302,Linxia,CN,2021-09-22 18:20:53,35.6003,103.2064,55.11,67,3,2.93
303,Juba,SS,2021-09-22 18:20:13,4.8517,31.5825,76.46,69,51,2.39
304,Auki,SB,2021-09-22 18:20:54,-8.7676,160.7034,76.21,85,89,4.43
305,Hunchun,CN,2021-09-22 18:20:55,42.8675,130.3581,57.02,88,51,6.51
306,Mareeba,AU,2021-09-22 18:20:55,-17.0,145.4333,58.48,91,23,1.72
307,Bathsheba,BB,2021-09-22 18:20:56,13.2167,-59.5167,90.21,62,20,13.8
308,Acarau,BR,2021-09-22 18:20:56,-2.8856,-40.12,86.49,61,36,18.45
309,Sulangan,PH,2021-09-22 18:20:57,11.1373,123.7228,82.18,75,89,5.32
310,Yeppoon,AU,2021-09-22 18:20:57,-23.1333,150.7333,49.78,83,67,7.47
311,Beringovskiy,RU,2021-09-22 18:20:58,63.05,179.3167,34.86,66,100,3.11
312,Balsas,BR,2021-09-22 18:20:58,-7.5325,-46.0356,105.04,16,86,3.51
313,Sungairaya,ID,2021-09-22 18:20:59,0.7,108.9,78.78,86,79,2.35
314,Sao Jose Da Coroa Grande,BR,2021-09-22 18:20:59,-8.8978,-35.1478,82.13,71,16,12.41
315,Iskilip,TR,2021-09-22 18:21:00,40.7353,34.4739,53.22,81,98,6.17
316,Provideniya,RU,2021-09-22 18:21:01,64.3833,-173.3,30.63,63,2,4.16
317,San Carlos,VE,2021-09-22 18:21:01,9.6612,-68.5827,82.17,82,88,3.53
318,Khandyga,RU,2021-09-22 18:21:02,62.6667,135.6,34.43,92,83,2.71
319,Arona,ES,2021-09-22 18:21:02,28.0996,-16.681,71.98,66,75,3.0
320,Chudniv,UA,2021-09-22 18:21:03,50.052,28.1175,42.33,91,100,9.55
321,Brasilia,BR,2021-09-22 18:19:57,-15.7797,-47.9297,94.12,17,34,6.91
322,Skelleftea,SE,2021-09-22 18:21:04,64.7507,20.9528,48.99,68,90,1.99
323,Mogadishu,SO,2021-09-22 18:18:31,2.0371,45.3438,77.79,89,31,19.19
324,Farafangana,MG,2021-09-22 18:21:05,-22.8167,47.8333,70.12,85,1,7.7
325,Nyuksenitsa,RU,2021-09-22 18:21:05,60.4128,44.2397,41.47,87,33,9.48
326,Berea,US,2021-09-22 18:21:06,41.3662,-81.8543,71.53,95,90,1.01
327,Mindelo,CV,2021-09-22 18:21:07,16.8901,-24.9804,83.75,61,20,24.16
328,Taber,CA,2021-09-22 18:21:07,49.8167,-112.1518,79.68,26,77,17.27
329,Sitka,US,2021-09-22 18:21:08,57.0531,-135.33,48.09,71,75,5.75
330,Kudat,MY,2021-09-22 18:21:09,6.8837,116.8477,76.93,94,40,3.44
331,Buala,SB,2021-09-22 18:21:09,-8.145,159.5921,79.05,79,100,2.73
332,Dulce Grande,MX,2021-09-22 18:21:10,23.0,-102.1667,69.44,52,62,15.48
333,Devli,IN,2021-09-22 18:21:10,25.75,75.3833,77.38,90,100,3.56
334,Altamira,BR,2021-09-22 18:21:11,-3.2033,-52.2064,93.29,59,75,3.44
335,Numata,JP,2021-09-22 18:21:11,36.6333,139.05,67.5,96,90,5.06
336,Hay River,CA,2021-09-22 18:21:12,60.8156,-115.7999,53.58,71,75,5.75
337,Grindavik,IS,2021-09-22 18:21:12,63.8424,-22.4338,41.47,70,20,9.22
338,Lethem,GY,2021-09-22 18:21:13,3.3803,-59.7968,93.18,46,99,1.21
339,Sertanopolis,BR,2021-09-22 18:21:14,-23.0586,-51.0364,80.67,31,79,11.12
340,Saskylakh,RU,2021-09-22 18:21:14,71.9167,114.0833,36.41,95,100,4.03
341,Hamilton,US,2021-09-22 18:20:30,39.1834,-84.5333,60.12,94,90,1.01
342,Dhidhdhoo,MV,2021-09-22 18:20:41,6.8833,73.1,82.6,78,94,16.44
343,Gamba,GA,2021-09-22 18:21:16,-2.65,10.0,76.78,83,43,7.72
344,Vaitape,PF,2021-09-22 18:18:45,-16.5167,-151.75,77.47,68,5,3.85
345,Moberly,US,2021-09-22 18:20:22,39.4184,-92.4382,70.9,41,40,8.05
346,Naze,JP,2021-09-22 18:21:17,28.3667,129.4833,76.15,80,24,6.62
347,Puerto Quijarro,BO,2021-09-22 18:21:18,-17.7833,-57.7667,105.62,19,3,2.86
348,Sierra Vista,US,2021-09-22 18:17:45,31.5545,-110.3037,82.0,32,20,5.75
349,Nemuro,JP,2021-09-22 18:21:19,43.3236,145.575,61.88,98,100,8.86
350,The Valley,AI,2021-09-22 18:21:19,18.217,-63.0578,88.11,66,20,11.5
351,Tavda,RU,2021-09-22 18:21:20,58.0425,65.2726,35.62,95,86,4.68
352,Lagoa,PT,2021-09-22 18:16:41,39.05,-27.9833,70.63,77,0,15.7
353,Sharjah,AE,2021-09-22 18:17:11,25.3573,55.4033,91.69,56,0,4.61
354,Atikokan,CA,2021-09-22 18:21:21,48.7555,-91.6216,63.79,42,28,9.01
355,Sondrio,IT,2021-09-22 18:21:21,46.169,9.8692,67.66,77,93,3.29
356,Egvekinot,RU,2021-09-22 18:21:22,66.3167,-179.1667,19.42,77,85,0.47
357,Wukari,NG,2021-09-22 18:21:22,7.85,9.7833,72.03,95,100,2.59
358,Mulchen,CL,2021-09-22 18:21:23,-37.7167,-72.2333,64.26,56,95,4.09
359,Puerto Madryn,AR,2021-09-22 18:20:54,-42.7692,-65.0385,70.68,32,41,16.71
360,Bayan,CN,2021-09-22 18:21:24,46.0833,127.4,52.84,91,100,6.13
361,Ulaangom,MN,2021-09-22 18:19:54,49.9811,92.0667,41.07,52,32,5.5
362,Bilibino,RU,2021-09-22 18:21:24,68.0546,166.4372,28.81,69,100,1.05
363,Safford,US,2021-09-22 18:21:25,32.834,-109.7076,84.06,24,1,6.91
364,Semporna,MY,2021-09-22 18:21:25,4.4818,118.6112,77.2,87,100,2.59
365,Kondopoga,RU,2021-09-22 18:21:26,62.2057,34.2614,31.68,82,7,4.09
366,Malayal,PH,2021-09-22 18:21:27,7.208,121.942,76.8,88,96,6.6
367,Mitu,CO,2021-09-22 18:18:47,1.1983,-70.1733,82.74,78,91,2.26
368,Port Moresby,PG,2021-09-22 18:21:27,-9.4431,147.1797,74.28,89,100,13.29
369,Pore,CO,2021-09-22 18:21:28,5.7272,-71.9947,88.5,51,98,4.72
370,Tiksi,RU,2021-09-22 18:21:28,71.6872,128.8694,35.31,86,99,2.77
371,Conde,BR,2021-09-22 18:16:31,-7.2597,-34.9075,83.66,65,20,10.36
372,Genhe,CN,2021-09-22 18:21:29,50.7833,121.5167,41.65,86,33,2.93
373,Corbelia,BR,2021-09-22 18:21:29,-24.7989,-53.3067,83.55,38,72,5.5
374,Itambacuri,BR,2021-09-22 18:21:30,-18.0311,-41.685,82.06,53,65,11.27
375,Carahue,CL,2021-09-22 18:21:31,-38.7,-73.1667,57.4,55,93,3.51
376,Dolores,AR,2021-09-22 18:21:31,-36.3132,-57.6792,58.37,67,100,7.74
377,Dunedin,NZ,2021-09-22 18:21:32,-45.8742,170.5036,46.8,95,0,4.32
378,Rio Grande,BR,2021-09-22 18:21:06,-32.035,-52.0986,66.31,68,42,15.99
379,Wasserbillig,LU,2021-09-22 18:21:33,49.71,6.5003,60.94,78,100,2.26
380,Montepuez,MZ,2021-09-22 18:21:34,-13.1256,38.9997,73.92,64,75,10.96
381,Snezhnogorsk,RU,2021-09-22 18:18:54,69.1933,33.2531,42.58,65,100,25.9
382,Challans,FR,2021-09-22 18:21:34,46.8436,-1.8749,70.0,42,0,8.12
383,Saint-Pierre,RE,2021-09-22 18:21:35,-21.3393,55.4781,69.48,74,20,5.75
384,Bafia,CM,2021-09-22 18:21:35,4.75,11.2333,70.95,95,99,4.76
385,Gairo,IT,2021-09-22 18:21:36,39.8497,9.5047,67.01,78,65,1.59
386,Dingle,PH,2021-09-22 18:21:36,10.9995,122.6711,75.04,93,100,3.51
387,Malinovoye Ozero,RU,2021-09-22 18:21:37,51.6753,79.7825,38.59,69,82,3.02
388,Male,MV,2021-09-22 18:21:37,4.1748,73.5089,83.64,74,66,14.36
389,Fortuna,US,2021-09-22 18:21:38,40.5982,-124.1573,69.93,67,1,1.99
390,Kieta,PG,2021-09-22 18:21:38,-6.2167,155.6333,77.11,85,99,3.96
391,Namibe,AO,2021-09-22 18:21:39,-15.1961,12.1522,64.22,84,49,2.48
392,Uspenskoye,RU,2021-09-22 18:21:39,44.8311,41.3927,54.21,81,100,1.61
393,Saint Austell,GB,2021-09-22 18:21:40,50.3383,-4.7658,61.32,82,20,9.22
394,Troitskoye,RU,2021-09-22 18:21:40,52.9821,84.6757,39.92,84,100,6.42
395,Kudahuvadhoo,MV,2021-09-22 18:21:42,2.6708,72.8944,82.89,76,88,12.24
396,Nagua,DO,2021-09-22 18:21:42,19.3832,-69.8474,94.44,74,20,11.5
397,Vardo,NO,2021-09-22 18:21:43,70.3705,31.1107,46.6,66,0,27.63
398,Kristiansund,NO,2021-09-22 18:21:43,63.1115,7.732,52.45,62,75,4.61
399,Canton,CN,2021-09-22 18:20:24,23.1167,113.25,83.95,74,42,4.94
400,Asau,RO,2021-09-22 18:21:44,46.4333,26.4,48.76,93,97,0.87
401,Springfield,US,2021-09-22 18:21:39,37.2153,-93.2982,73.15,45,20,3.0
402,Mayumba,GA,2021-09-22 18:21:44,-3.432,10.6554,76.17,84,50,6.46
403,Batsfjord,NO,2021-09-22 18:21:45,70.6345,29.7185,46.62,79,100,40.53
404,Porto Murtinho,BR,2021-09-22 18:21:45,-21.6989,-57.8825,91.81,32,100,5.32
405,Swan Hill,AU,2021-09-22 18:21:46,-35.3378,143.5544,44.22,96,6,6.6
406,Nelson Bay,AU,2021-09-22 18:21:46,-32.7167,152.15,51.96,95,0,9.19
407,Tuatapere,NZ,2021-09-22 18:21:47,-46.1333,167.6833,36.82,86,14,5.28
408,Ilulissat,GL,2021-09-22 18:21:47,69.2167,-51.1,28.42,46,75,11.5
409,San Lorenzo,PY,2021-09-22 18:21:47,-25.3333,-57.5333,77.94,53,0,4.61
410,Bodden Town,KY,2021-09-22 18:21:48,19.2833,-81.25,89.6,66,20,7.74
411,Natal,BR,2021-09-22 18:21:48,-5.795,-35.2094,86.65,66,40,11.5
412,Galveston,US,2021-09-22 18:20:59,29.3669,-94.9669,81.14,51,1,8.01
413,Qasigiannguit,GL,2021-09-22 18:21:49,68.8193,-51.1922,28.65,82,33,3.36
414,Rio Gallegos,AR,2021-09-22 18:21:50,-51.6226,-69.2181,60.01,51,100,20.78
415,Nouadhibou,MR,2021-09-22 18:21:50,20.931,-17.0347,78.78,65,3,16.11
416,Mackay,AU,2021-09-22 18:21:51,-21.15,149.2,54.05,66,22,7.76
417,Varniai,LT,2021-09-22 18:21:51,55.7406,22.3644,40.69,83,82,3.6
418,Alofi,NU,2021-09-22 18:18:09,-19.0595,-169.9187,71.49,94,86,12.66
419,Shelburne,CA,2021-09-22 18:21:52,44.0787,-80.2041,56.28,97,100,16.67
420,Tangshan,CN,2021-09-22 18:21:52,39.6333,118.1833,64.65,72,69,2.21
421,Surt,LY,2021-09-22 18:21:53,31.2089,16.5887,82.81,64,0,13.96
422,Nova Olimpia,BR,2021-09-22 18:21:53,-14.7972,-57.2881,105.12,17,2,4.45
423,Hachinohe,JP,2021-09-22 18:21:54,40.5,141.5,66.74,95,100,4.38
424,Chapais,CA,2021-09-22 18:21:54,49.7834,-74.8492,44.38,84,100,7.76
425,Badiraguato,MX,2021-09-22 18:21:54,25.3667,-107.5167,90.7,36,57,0.76
426,Inhambane,MZ,2021-09-22 18:21:55,-23.865,35.3833,66.18,72,40,4.61
427,Novobirilyussy,RU,2021-09-22 18:21:56,56.9514,90.6661,34.52,97,100,2.51
428,Iqaluit,CA,2021-09-22 18:21:56,63.7506,-68.5145,33.53,86,90,6.91
429,Pangnirtung,CA,2021-09-22 18:21:56,66.1451,-65.7125,35.6,60,20,6.91
430,Namatanai,PG,2021-09-22 18:21:57,-3.6667,152.4333,77.45,84,100,7.47
431,Pangkalanbuun,ID,2021-09-22 18:21:57,-2.6833,111.6167,74.19,93,93,2.73
432,San Cristobal,VE,2021-09-22 18:18:02,7.7669,-72.225,86.18,47,76,6.87
433,Hobyo,SO,2021-09-22 18:21:58,5.3505,48.5268,77.77,87,74,24.25
434,Karratha,AU,2021-09-22 18:21:58,-20.7377,116.8463,79.21,26,100,10.4
435,Srivardhan,IN,2021-09-22 18:21:59,18.0333,73.0167,77.09,87,93,3.4
436,Svetlaya,RU,2021-09-22 18:21:59,46.5389,138.3297,53.65,90,100,17.74
437,Anito,PH,2021-09-22 18:22:00,12.4497,125.2886,76.98,90,98,2.55
438,Labytnangi,RU,2021-09-22 18:22:00,66.6572,66.4183,39.06,87,98,7.27
439,Sokoni,TZ,2021-09-22 18:22:01,-6.4333,39.55,77.29,79,5,13.42
440,Ancud,CL,2021-09-22 18:22:01,-41.8697,-73.8203,56.43,89,100,15.95
441,Constitucion,CL,2021-09-22 18:22:02,-35.3333,-72.4167,57.78,63,72,7.11
442,Marystown,CA,2021-09-22 18:22:02,47.1666,-55.1483,64.42,66,20,18.07
443,Petropavlovsk-Kamchatskiy,RU,2021-09-22 18:22:03,53.0452,158.6483,32.59,100,0,8.95
444,Imamoglu,TR,2021-09-22 18:22:03,37.2651,35.6572,74.43,81,34,4.03
445,Tacuarembo,UY,2021-09-22 18:17:30,-31.7333,-55.9833,65.23,63,72,11.7
446,Odweyne,SO,2021-09-22 18:22:04,9.4092,45.064,81.68,42,48,2.89
447,Vung Tau,VN,2021-09-22 18:22:04,10.346,107.0843,80.08,81,100,13.11
448,Upernavik,GL,2021-09-22 18:22:05,72.7868,-56.1549,22.84,55,33,4.38
449,Prince George,CA,2021-09-22 18:19:48,53.9166,-122.753,56.64,68,75,1.99
450,Maralal,KE,2021-09-22 18:17:12,1.0968,36.698,66.96,51,80,16.08
451,Vila,PT,2021-09-22 18:22:06,42.0304,-8.1588,59.32,67,74,5.08
452,Chemal,RU,2021-09-22 18:22:06,51.4111,86.005,34.81,90,100,0.13
453,Chota,PE,2021-09-22 18:22:07,-6.55,-78.65,68.7,78,100,5.23
454,Salalah,OM,2021-09-22 18:22:07,17.0151,54.0924,82.49,83,75,9.22
455,Hervey Bay,AU,2021-09-22 18:18:19,-25.2986,152.8535,55.51,78,0,10.33
456,Rundu,NA,2021-09-22 18:22:08,-17.9333,19.7667,79.93,17,27,4.52
457,Santa Isabel,BR,2021-09-22 18:22:08,-23.3156,-46.2214,63.97,50,37,13.38
458,Redmond,US,2021-09-22 18:20:03,47.674,-122.1215,66.34,73,100,1.99
459,Pierre,US,2021-09-22 18:21:40,44.3683,-100.351,75.85,33,1,3.0
460,Mpika,ZM,2021-09-22 18:22:09,-11.8343,31.4529,69.62,36,34,10.76
461,Suarez,CO,2021-09-22 18:22:10,2.954,-76.6964,83.44,64,96,4.59
462,Sambava,MG,2021-09-22 18:22:10,-14.2667,50.1667,74.1,72,67,14.2
463,Krumovgrad,BG,2021-09-22 18:22:11,41.4667,25.65,51.85,82,100,7.61
464,San Roque,ES,2021-09-22 18:22:11,36.2107,-5.3842,70.61,83,75,10.36
465,Hambantota,LK,2021-09-22 18:22:12,6.1241,81.1185,81.12,84,23,16.22
466,Tolisa,BA,2021-09-22 18:22:12,44.8818,18.3201,52.39,84,100,5.01
467,Seymchan,RU,2021-09-22 18:22:13,62.8833,152.4333,34.3,88,34,1.88
468,Obihiro,JP,2021-09-22 18:22:13,42.9172,143.2044,64.13,91,100,2.64
469,Sovetskiy,RU,2021-09-22 18:22:14,61.3614,63.5842,40.82,84,97,4.16
470,Mocuba,MZ,2021-09-22 18:22:14,-16.8392,36.9856,72.39,73,88,7.36
471,Qaqortoq,GL,2021-09-22 18:22:15,60.7167,-46.0333,41.5,72,97,4.0
472,Ciudad Bolivar,VE,2021-09-22 18:22:15,8.1222,-63.5497,93.9,42,92,6.73
473,Orangeburg,US,2021-09-22 18:22:16,33.4918,-80.8557,89.71,71,40,8.05
474,Aksarka,RU,2021-09-22 18:22:16,66.5606,67.7975,37.38,90,96,6.11
475,Rayagada,IN,2021-09-22 18:22:17,19.1667,83.4167,76.21,97,100,2.77
476,Haines Junction,CA,2021-09-22 18:22:17,60.7522,-137.5108,33.75,75,100,3.44
477,Olga,RU,2021-09-22 18:22:18,43.7444,135.2892,59.68,97,99,15.99
478,Kodinsk,RU,2021-09-22 18:22:18,58.6881,99.1844,36.03,98,100,5.59
479,Meulaboh,ID,2021-09-22 18:20:40,4.1363,96.1285,76.62,89,81,3.62
480,Ust-Kuyga,RU,2021-09-22 18:22:19,70.0167,135.6,31.59,79,23,3.83
481,Dax,FR,2021-09-22 18:22:19,43.75,-1.1667,67.57,90,69,3.44
482,Boguchany,RU,2021-09-22 18:22:20,58.3814,97.4531,35.58,90,100,6.67
483,Ola,RU,2021-09-22 18:20:21,59.5833,151.2833,45.64,79,100,7.7
484,Zainsk,RU,2021-09-22 18:22:20,55.3195,52.0694,50.99,89,100,8.32
485,Khash,IR,2021-09-22 18:22:21,28.2211,61.2158,75.94,14,0,4.38
486,Hofn,IS,2021-09-22 18:22:21,64.2539,-15.2082,42.82,61,75,3.44
487,Kavaratti,IN,2021-09-22 18:22:22,10.5669,72.642,82.29,78,94,16.89
488,Yuyao,CN,2021-09-22 18:22:22,30.05,121.1494,71.37,70,0,4.79
489,Fort Saint James,CA,2021-09-22 18:22:23,54.4333,-124.25,56.77,45,20,12.84
490,Voi,KE,2021-09-22 18:22:23,-3.3945,38.563,72.1,74,50,13.31
491,Shieli,KZ,2021-09-22 18:22:24,44.1667,66.75,59.27,23,24,10.4
492,Volsk,RU,2021-09-22 18:20:08,52.0333,47.3833,56.01,81,100,11.52
493,Kidal,ML,2021-09-22 18:22:24,18.4411,1.4078,98.38,14,21,1.23
494,San Ignacio,BZ,2021-09-22 18:22:25,17.1561,-89.0714,86.14,70,75,6.91
495,Cahors,FR,2021-09-22 18:22:25,44.4167,1.3333,67.5,68,6,3.51
496,Mersin,TR,2021-09-22 18:22:26,36.862,34.6509,74.55,68,3,2.95
497,Fort Nelson,CA,2021-09-22 18:22:26,58.8053,-122.7002,51.39,62,75,4.61
498,Havre-Saint-Pierre,CA,2021-09-22 18:22:27,50.2334,-63.5986,62.96,72,75,11.5
499,Bideford,GB,2021-09-22 18:22:27,51.0179,-4.2046,62.31,88,81,6.69
500,Sioux Lookout,CA,2021-09-22 18:22:27,50.1001,-91.917,66.27,52,20,9.22
501,Beatrice,US,2021-09-22 18:22:28,40.2681,-96.747,72.73,32,1,0.0
502,Quatre Cocos,MU,2021-09-22 18:22:28,-20.2078,57.7625,72.09,70,50,13.2
503,Araguaina,BR,2021-09-22 18:22:29,-7.1911,-48.2072,105.62,14,41,7.81
504,Bereda,ES,2021-09-22 18:22:30,43.2686,-7.5406,62.35,92,47,6.8
505,Molodiya,UA,2021-09-22 18:22:30,48.2233,26.0214,50.18,85,100,13.24
506,General Roca,AR,2021-09-22 18:22:31,-39.0333,-67.5833,72.0,23,0,13.49
507,Chula Vista,US,2021-09-22 18:22:31,32.64,-117.0842,105.3,46,20,5.01
508,Vao,NC,2021-09-22 18:22:32,-22.6667,167.4833,66.38,76,82,23.49
509,Mandi,IN,2021-09-22 18:22:32,31.7167,76.9167,65.17,86,12,4.07
510,Launceston,AU,2021-09-22 18:22:33,-41.45,147.1667,52.81,81,40,5.99
511,Gobo,JP,2021-09-22 18:22:33,33.8833,135.15,74.95,85,17,6.11
512,Shache,CN,2021-09-22 18:22:34,38.4167,77.2406,74.05,15,87,4.47
513,Nuuk,GL,2021-09-22 18:22:34,64.1835,-51.7216,36.21,44,75,9.22
514,Srednekolymsk,RU,2021-09-22 18:22:35,67.45,153.6833,29.3,62,35,5.53
515,Panguna,PG,2021-09-22 18:22:35,-6.3164,155.4848,65.89,96,98,2.37
516,Altay,CN,2021-09-22 18:22:36,47.8667,88.1167,39.42,27,24,4.97
517,Sidney,AU,2021-09-22 18:21:50,-33.8679,151.2073,51.1,90,0,1.01
518,Biak,ID,2021-09-22 18:22:37,-0.9131,122.8766,73.72,91,100,5.35
519,Beroroha,MG,2021-09-22 18:22:37,-21.6667,45.1667,80.06,35,74,6.8
520,Qinzhou,CN,2021-09-22 18:22:38,21.95,108.6167,79.16,89,82,3.0
521,Tymovskoye,RU,2021-09-22 18:22:39,50.8456,142.655,39.42,97,71,4.09
522,Shingu,JP,2021-09-22 18:22:39,33.7333,135.9833,74.91,89,56,6.31
523,Walvis Bay,NA,2021-09-22 18:22:39,-22.9575,14.5053,56.08,93,74,3.44
524,Kingman,US,2021-09-22 18:22:40,35.1894,-114.053,89.55,13,1,0.0
525,Shubarkuduk,KZ,2021-09-22 18:22:40,49.1447,56.4872,52.29,28,73,9.28
526,Bad Nenndorf,DE,2021-09-22 18:22:41,52.3333,9.3667,60.62,81,5,5.73
527,Ridgecrest,US,2021-09-22 18:22:41,35.6225,-117.6709,88.65,12,20,1.99
528,Alyangula,AU,2021-09-22 18:22:42,-13.8483,136.4192,74.43,47,33,16.02
529,Berberati,CF,2021-09-22 18:22:42,4.2612,15.7922,68.05,99,100,2.93
530,Verkhnyaya Inta,RU,2021-09-22 18:22:43,65.9811,60.3094,37.29,92,73,7.11
531,Bumba,CD,2021-09-22 18:22:43,2.1833,22.4667,75.67,81,93,2.44
532,Quarai,BR,2021-09-22 18:22:43,-30.3875,-56.4514,68.83,58,46,17.09
533,Sangar,RU,2021-09-22 18:22:44,63.9242,127.4739,42.69,69,72,16.84
534,Tete,MZ,2021-09-22 18:22:44,-16.1564,33.5867,78.6,47,2,11.05
535,Praia,CV,2021-09-22 18:22:45,14.9215,-23.5087,86.54,54,20,14.97
536,Eseka,CM,2021-09-22 18:22:45,3.65,10.7667,72.37,99,97,1.79
537,Urumqi,CN,2021-09-22 18:21:54,43.801,87.6005,52.75,33,0,2.24
538,Velizh,RU,2021-09-22 18:22:46,55.6056,31.1967,39.04,97,100,5.1
539,Eirunepe,BR,2021-09-22 18:22:47,-6.6603,-69.8736,90.68,50,100,1.72
540,Puri,IN,2021-09-22 18:22:47,19.8,85.85,81.12,82,100,13.69
541,Meadow Lake,US,2021-09-22 18:22:47,34.8014,-106.5436,77.61,31,0,10.45
542,Atasu,KZ,2021-09-22 18:22:48,48.6814,71.6433,42.22,46,21,8.84
543,Nassau,US,2021-09-22 18:22:49,40.7507,-73.5829,82.11,79,1,1.99
544,Okhotsk,RU,2021-09-22 18:22:49,59.3833,143.3,46.63,69,2,4.05
545,Nikolayevka,RU,2021-09-22 18:22:50,53.1257,47.2041,50.67,87,100,9.62
546,Moyale,KE,2021-09-22 18:22:50,3.5167,39.0584,80.1,34,98,14.27
547,Muyezerskiy,RU,2021-09-22 18:22:51,63.9333,31.65,34.52,92,4,5.17
548,Umm Kaddadah,SD,2021-09-22 18:22:51,13.6017,26.6876,93.31,29,43,7.4
549,Deep River,CA,2021-09-22 18:22:52,46.1001,-77.4995,53.44,97,100,9.75
550,Tiznit,MA,2021-09-22 18:22:52,29.5833,-9.5,67.87,71,100,7.87
551,Sept-Iles,CA,2021-09-22 18:19:45,50.2001,-66.3821,63.25,80,90,4.0
552,Sorland,NO,2021-09-22 18:22:53,67.667,12.6934,51.66,79,57,36.35
553,Champerico,GT,2021-09-22 18:22:53,14.3,-91.9167,93.74,70,65,4.68
554,Ambam,CM,2021-09-22 18:22:54,2.3833,11.2833,70.56,97,84,2.46
555,Ambulong,PH,2021-09-22 18:22:54,14.088,121.0613,82.36,93,100,3.06
556,Ngunguru,NZ,2021-09-22 18:22:55,-35.6167,174.5,58.15,93,100,21.18
557,Yaan,NG,2021-09-22 18:22:56,7.3833,8.5667,71.94,97,100,1.88
558,Tecoanapa,MX,2021-09-22 18:22:56,16.5167,-98.75,86.81,66,14,6.2
559,Alta Floresta,BR,2021-09-22 18:22:24,-9.8756,-56.0861,94.82,52,75,8.05
560,Borova,UA,2021-09-22 18:22:57,50.1763,30.1043,46.35,93,100,7.78
561,Pilar,BR,2021-09-22 18:22:57,-9.5972,-35.9567,89.53,57,38,10.2
562,Cap Malheureux,MU,2021-09-22 18:22:58,-19.9842,57.6142,72.46,67,10,7.0
563,Mujiayingzi,CN,2021-09-22 18:22:58,42.1167,118.7833,55.09,68,0,2.15
564,Medicine Hat,CA,2021-09-22 18:18:08,50.0501,-110.6683,78.51,27,75,5.99
565,Koumra,TD,2021-09-22 18:22:59,8.9126,17.5539,72.21,93,100,5.06
566,Santa Vitoria Do Palmar,BR,2021-09-22 18:23:00,-33.5189,-53.3681,61.25,62,12,11.16
567,Henties Bay,NA,2021-09-22 18:23:00,-22.116,14.2845,55.85,81,79,9.42
568,Tual,ID,2021-09-22 18:23:01,-5.6667,132.75,79.14,77,87,20.4
569,Seguin,US,2021-09-22 18:18:40,29.5688,-97.9647,86.07,27,1,5.01
